Id,SalePrice
1742,46632.855
1743,47137.645
1744,55920.72
1745,40897.566
1746,40857.227
1747,51524.36
1748,45707.707
1749,46256.176
1750,40592.1
1751,49674.543
1752,47243.742
1753,46974.438
1754,43661.758
1755,46624.62
1756,41178.426
1757,46133.39
1758,49098.21
1759,47653.777
1760,50840.16
1761,56299.113
1762,46280.355
1763,53417.203
1764,48901.133
1765,48921.23
1766,49375.195
1767,49130.24
1768,49892.484
1769,54775.09
1770,48645.773
1771,42562.004
1772,40991.836
1773,58193.816
1774,55051.117
1775,46526.44
1776,47353.188
1777,47035.2
1778,48613.47
1779,48558.14
1780,43829.176
1781,42437.742
1782,39176.902
1783,43786.195
1784,38153.754
1785,38788.65
1786,39583.887
1787,40561.727
1788,47291.613
1789,40587.496
1790,40227.137
1791,53876.65
1792,42249.516
1793,46951.33
1794,48111.387
1795,44835.938
1796,58397.652
1797,46231.742
1798,41592.3
1799,47271.812
1800,46433.008
1801,45331.582
1802,46269.055
1803,45655.7
1804,54781.53
1805,48131.547
1806,44944.723
1807,47728.594
1808,39644.87
1809,40529.51
1810,39657.082
1811,38566.555
1812,38282.703
1813,39188.027
1814,38562.84
1815,38816.38
1816,41060.355
1817,39205.53
1818,37260.805
1819,43085.316
1820,42620.34
1821,46646.465
1822,39336.77
1823,40057.242
1824,42661.004
1825,42419.25
1826,42932.094
1827,39966.266
1828,41581.312
1829,44933.47
1830,43371.68
1831,39933.867
1832,46276.96
1833,39509.68
1834,41873.434
1835,38601.31
1836,38847.043
1837,40310.566
1838,40314.176
1839,43040.812
1840,65692.65
1841,62495.977
1842,39923.367
1843,39231.43
1844,58627.047
1845,41867.277
1846,47284.402
1847,48287.492
1848,41561.535
1849,39883.887
1850,41811.04
1851,39077.35
1852,40948.13
1853,42038.88
1854,48172.86
1855,42643.707
1856,45499.508
1857,41298.83
1858,46160.96
1859,46924.953
1860,56347.9
1861,46924.953
1862,58531.97
1863,58531.97
1864,58531.97
1865,58782.703
1866,56470.258
1867,42662.54
1868,50198.723
1869,42876.934
1870,43098.793
1871,55827.273
1872,42233.95
1873,43400.926
1874,43049.312
1875,46318.027
1876,43098.793
1877,43098.793
1878,50793.04
1879,39409.176
1880,40155.0
1881,43366.566
1882,42071.81
1883,42884.4
1884,42884.4
1885,56313.008
1886,49103.79
1887,42543.355
1888,42876.934
1889,42694.184
1890,41409.863
1891,54194.473
1892,39552.816
1893,42097.707
1894,47523.22
1895,40313.684
1896,50875.23
1897,56180.637
1898,39175.703
1899,42817.707
1900,41959.926
1901,52375.203
1902,41606.32
1903,58060.703
1904,50429.336
1905,41562.39
1906,38227.16
1907,50394.848
1908,38847.043
1909,41338.113
1910,39844.74
1911,43692.05
1912,49861.867
1913,37908.94
1914,39721.793
1915,62938.438
1916,40506.855
1917,40056.633
1918,41952.324
1919,48291.344
1920,40332.9
1921,56110.312
1922,56244.246
1923,40680.08
1924,58850.434
1925,43079.22
1926,56290.16
1927,38880.574
1928,39278.566
1929,42033.02
1930,47209.934
1931,40782.2
1932,40809.418
1933,54000.504
1934,41715.973
1935,45052.01
1936,56098.613
1937,46392.99
1938,45243.836
1939,42327.586
1940,42361.85
1941,53388.355
1942,45370.684
1943,53058.727
1944,56799.02
1945,55376.082
1946,50786.04
1947,57635.508
1948,47553.953
1949,43255.305
1950,43382.04
1951,48024.137
1952,45655.24
1953,42856.086
1954,42089.45
1955,38390.293
1956,53810.12
1957,38902.703
1958,42938.5
1959,53864.242
1960,47691.2
1961,47992.387
1962,42791.4
1963,37244.95
1964,38468.293
1965,38482.16
1966,39769.61
1967,43374.492
1968,52484.695
1969,54322.758
1970,53732.586
1971,55051.062
1972,40230.28
1973,39501.277
1974,39822.008
1975,64507.965
1976,40579.773
1977,39902.918
1978,53250.418
1979,42136.39
1980,40252.824
1981,42938.53
1982,39663.71
1983,39877.906
1984,40934.918
1985,56313.008
1986,42665.8
1987,57706.766
1988,42233.95
1989,42694.184
1990,41643.22
1991,42939.9
1992,42884.4
1993,42233.95
1994,40233.53
1995,41708.84
1996,41543.125
1997,40662.492
1998,42132.438
1999,44361.8
2000,37092.832
2001,40436.473
2002,48859.93
2003,46531.895
2004,48433.54
2005,45696.984
2006,50792.137
2007,47669.008
2008,52407.145
2009,45094.098
2010,44734.297
2011,44033.074
2012,43531.77
2013,44560.418
2014,48354.324
2015,41594.28
2016,44774.812
2017,50349.562
2018,43493.24
2019,41973.43
2020,39671.082
2021,40089.906
2022,55103.523
2023,38210.973
2024,50117.406
2025,54617.492
2026,50148.66
2027,49660.188
2028,49533.047
2029,52447.92
2030,47730.344
2031,48484.93
2032,48056.34
2033,48533.85
2034,51919.79
2035,48056.34
2036,49104.75
2037,49104.75
2038,48670.07
2039,52480.246
2040,45201.164
2041,42909.64
2042,48319.457
2043,46538.08
2044,46362.027
2045,38262.957
2046,46018.14
2047,46095.5
2048,47319.086
2049,52239.04
2050,41452.242
2051,42219.45
2052,49050.01
2053,49494.055
2054,44382.12
2055,47759.35
2056,46955.17
2057,49046.664
2058,46612.848
2059,58767.086
2060,48554.688
2061,49952.977
2062,47823.586
2063,48670.484
2064,46141.492
2065,41887.266
2066,56702.145
2067,42841.58
2068,53750.82
2069,39583.887
2070,41438.707
2071,44955.863
2072,43142.96
2073,42470.707
2074,47296.88
2075,57582.05
2076,45948.773
2077,53056.74
2078,46412.055
2079,42472.926
2080,42632.48
2081,42837.723
2082,54401.344
2083,45592.54
2084,46974.434
2085,49957.754
2086,44469.492
2087,39057.105
2088,39759.973
2089,38681.34
2090,38642.734
2091,39479.746
2092,37773.27
2093,37310.684
2094,44527.594
2095,49263.36
2096,38827.355
2097,36737.45
2098,37942.36
2099,39525.812
2100,35078.69
2101,37511.875
2102,37318.188
2103,39699.797
2104,38535.023
2105,39567.098
2106,38562.84
2107,36315.93
2108,39116.84
2109,38883.12
2110,40999.914
2111,41510.24
2112,42542.35
2113,41428.688
2114,40871.35
2115,41869.348
2116,41002.207
2117,41849.035
2118,41755.297
2119,41131.6
2120,44102.402
2121,42288.246
2122,46089.414
2123,39184.14
2124,40840.01
2125,38595.426
2126,44704.73
2127,44906.266
2128,39472.055
2129,38847.043
2130,37796.637
2131,38533.266
2132,37117.715
2133,38379.883
2134,49624.188
2135,47075.168
2136,40802.82
2137,39080.65
2138,41008.38
2139,43715.613
2140,42012.438
2141,39646.9
2142,39443.133
2143,40666.848
2144,42836.875
2145,42486.79
2146,49229.305
2147,51924.574
2148,41511.52
2149,44244.89
2150,71194.11
2151,40982.66
2152,62903.05
2153,42888.586
2154,49374.82
2155,38393.46
2156,45232.71
2157,44132.12
2158,40543.316
2159,45384.832
2160,45166.863
2161,42662.54
2162,70472.9
2163,51862.53
2164,60478.742
2165,58339.37
2166,41840.49
2167,56741.598
2168,45190.633
2169,43203.684
2170,43098.793
2171,42086.016
2172,39287.56
2173,41390.406
2174,42884.4
2175,38039.684
2176,53771.895
2177,39105.67
2178,42328.96
2179,42717.312
2180,63190.438
2181,42648.246
2182,42884.4
2183,42884.4
2184,40258.2
2185,61580.555
2186,43217.62
2187,45061.51
2188,40059.824
2189,50349.184
2190,48936.96
2191,47724.836
2192,42896.934
2193,53655.79
2194,39501.1
2195,40974.094
2196,42272.22
2197,41719.543
2198,40202.8
2199,58263.062
2200,41580.355
2201,39750.215
2202,44620.23
2203,39398.55
2204,38821.215
2205,41744.0
2206,47649.668
2207,53384.438
2208,51394.133
2209,49534.184
2210,37887.043
2211,40238.863
2212,38059.6
2213,39808.305
2214,40657.715
2215,40361.527
2216,38799.777
2217,40475.64
2218,40680.84
2219,39814.68
2220,39531.61
2221,62938.438
2222,60465.742
2223,43698.395
2224,42648.246
2225,45843.055
2226,45243.836
2227,41875.844
2228,57154.71
2229,45544.434
2230,49054.973
2231,45551.9
2232,42056.598
2233,40173.906
2234,43511.906
2235,44259.78
2236,43071.754
2237,43022.832
2238,63565.75
2239,42629.684
2240,42790.2
2241,40368.13
2242,43813.246
2243,39760.438
2244,40282.37
2245,52472.133
2246,40864.598
2247,39335.87
2248,43955.176
2249,39140.824
2250,40250.676
2251,39656.92
2252,46172.64
2253,47224.36
2254,45577.195
2255,46013.375
2256,45156.29
2257,42937.05
2258,45584.88
2259,44575.4
2260,40104.125
2261,54481.996
2262,59242.945
2263,44018.79
2264,50302.938
2265,49288.355
2266,55469.12
2267,57145.645
2268,58209.598
2269,43330.527
2270,42142.11
2271,43306.176
2272,42406.41
2273,41548.0
2274,43434.7
2275,45625.375
2276,63183.406
2277,41611.246
2278,42632.48
2279,46538.695
2280,42453.76
2281,51499.047
2282,52269.656
2283,38468.293
2284,37591.312
2285,39595.625
2286,46873.242
2287,56969.34
2288,42775.65
2289,56375.996
2290,56581.914
2291,42348.066
2292,67583.99
2293,67805.29
2294,48489.41
2295,42600.38
2296,41467.2
2297,67776.45
2298,53466.23
2299,39822.832
2300,40732.023
2301,43153.19
2302,41008.363
2303,40689.08
2304,43407.598
2305,42939.9
2306,40467.22
2307,40467.22
2308,43385.668
2309,40465.85
2310,41921.996
2311,40467.22
2312,43880.74
2313,42233.95
2314,45388.723
2315,45135.22
2316,45254.41
2317,42670.203
2318,44928.49
2319,44928.49
2320,45357.08
2321,56580.78
2322,44706.63
2323,59722.066
2324,52892.137
2325,45135.22
2326,43881.188
2327,41643.22
2328,41643.22
2329,43098.793
2330,42884.4
2331,48452.742
2332,54032.664
2333,41081.473
2334,40120.11
2335,41461.14
2336,41295.668
2337,48046.383
2338,48038.918
2339,56752.39
2340,47741.367
2341,47913.266
2342,46343.535
2343,46727.87
2344,53518.504
2345,46589.375
2346,50792.137
2347,50792.137
2348,50363.547
2349,49315.797
2350,49932.242
2351,49818.28
2352,47669.008
2353,47506.867
2354,45685.164
2355,43818.68
2356,42597.164
2357,44560.418
2358,45797.117
2359,52486.895
2360,40892.96
2361,40588.496
2362,45799.273
2363,48573.93
2364,35503.598
2365,47477.727
2366,53049.836
2367,53049.836
2368,53813.28
2369,54072.14
2370,52447.92
2371,46418.46
2372,48890.355
2373,56205.24
2374,56332.44
2375,56430.47
2376,43657.363
2377,70289.72
2378,44480.61
2379,41283.645
2380,44061.59
2381,43140.043
2382,41342.02
2383,43996.93
2384,42791.336
2385,40996.375
2386,40181.395
2387,49762.055
2388,52502.844
2389,41626.77
2390,51116.527
2391,46316.59
2392,46650.32
2393,50297.492
2394,53046.383
2395,46599.95
2396,46823.062
2397,47921.57
2398,46839.58
2399,47592.15
2400,44645.418
2401,42592.887
2402,47995.44
2403,52678.906
2404,46896.516
2405,51151.7
2406,49576.13
2407,48859.145
2408,47823.586
2409,47308.016
2410,57315.95
2411,44705.914
2412,48283.543
2413,49201.21
2414,45225.03
2415,53905.727
2416,47609.367
2417,47487.555
2418,48317.824
2419,51610.08
2420,49549.176
2421,47769.883
2422,40579.15
2423,39626.16
2424,43719.156
2425,53465.605
2426,41128.133
2427,39470.562
2428,57179.086
2429,45485.832
2430,48546.48
2431,47146.465
2432,48996.98
2433,47633.824
2434,55303.08
2435,56614.17
2436,47056.254
2437,47229.31
2438,48210.484
2439,39438.56
2440,38883.12
2441,37536.508
2442,37551.41
2443,49894.188
2444,39905.598
2445,37119.92
2446,39337.33
2447,42558.523
2448,44323.57
2449,38125.465
2450,39724.645
2451,40785.84
2452,41571.52
2453,38476.137
2454,42487.758
2455,43558.297
2456,41929.926
2457,43338.965
2458,52012.85
2459,41250.1
2460,40868.703
2461,42450.773
2462,41868.79
2463,42099.402
2464,39001.96
2465,45937.195
2466,49518.613
2467,38380.92
2468,38760.895
2469,39001.62
2470,41212.81
2471,48463.367
2472,37402.4
2473,40374.79
2474,39739.348
2475,51745.914
2476,41075.473
2477,41008.38
2478,39089.113
2479,40338.535
2480,52037.164
2481,42667.07
2482,39780.027
2483,41575.266
2484,39717.39
2485,41249.457
2486,40101.113
2487,41189.625
2488,51697.156
2489,40893.367
2490,50085.805
2491,41209.723
2492,43824.645
2493,41183.18
2494,38885.848
2495,41209.723
2496,49347.0
2497,40693.35
2498,44687.273
2499,38159.58
2500,40541.816
2501,40602.184
2502,41569.215
2503,38127.367
2504,40083.254
2505,45314.348
2506,44706.63
2507,44553.57
2508,45135.22
2509,43203.684
2510,42662.54
2511,42884.4
2512,56527.203
2513,43890.508
2514,72099.96
2515,47737.617
2516,43098.793
2517,43683.383
2518,43780.055
2519,53561.066
2520,40132.656
2521,42884.4
2522,42670.203
2523,47198.6
2524,42412.33
2525,41134.125
2526,38706.31
2527,42085.82
2528,38623.477
2529,40924.816
2530,37733.426
2531,56692.117
2532,42876.934
2533,42455.81
2534,48848.57
2535,41938.523
2536,50521.574
2537,53775.46
2538,45357.08
2539,43272.67
2540,44706.63
2541,46005.71
2542,42775.094
2543,47941.49
2544,39195.35
2545,40251.715
2546,38494.734
2547,42772.02
2548,45836.555
2549,47079.805
2550,73364.57
2551,55612.242
2552,41065.363
2553,48987.945
2554,44339.766
2555,41464.094
2556,38975.395
2557,48429.754
2558,47887.29
2559,42011.727
2560,38885.43
2561,42982.71
2562,43413.15
2563,41640.64
2564,40377.24
2565,42352.414
2566,40340.184
2567,40853.1
2568,48745.047
2569,57071.72
2570,37905.17
2571,46968.164
2572,47240.723
2573,50818.156
2574,35482.957
2575,38941.586
2576,40493.434
2577,38231.637
2578,41034.914
2579,35526.766
2580,40143.234
2581,39730.547
2582,39989.566
2583,66331.11
2584,41282.77
2585,42233.95
2586,38674.098
2587,40717.2
2588,46155.09
2589,41274.652
2590,50397.11
2591,40219.707
2592,45551.9
2593,46026.402
2594,43361.434
2595,43222.176
2596,43561.387
2597,43029.74
2598,56227.086
2599,58548.47
2600,40980.098
2601,41920.516
2602,39408.676
2603,43651.293
2604,39335.87
2605,38239.8
2606,42088.6
2607,51602.97
2608,52569.457
2609,41922.227
2610,43894.38
2611,38614.504
2612,43258.945
2613,41838.094
2614,44159.43
2615,48782.6
2616,58626.547
2617,48538.29
2618,71519.9
2619,46042.945
2620,42621.28
2621,46392.99
2622,44409.32
2623,36980.15
2624,40718.188
2625,40791.863
2626,49711.387
2627,40656.453
2628,56709.527
2629,58155.57
2630,54457.035
2631,43314.855
2632,45998.223
2633,55736.895
2634,69513.98
2635,43618.19
2636,39051.176
2637,56384.2
2638,51038.176
2639,42438.31
2640,39281.453
2641,45651.203
2642,52867.875
2643,38468.293
2644,37947.816
2645,38642.277
2646,38468.293
2647,36667.527
2648,43871.758
2649,49101.44
2650,39665.895
2651,39041.21
2652,47764.02
2653,39824.234
2654,43143.918
2655,54322.758
2656,41973.957
2657,43277.51
2658,42028.332
2659,60350.125
2660,41919.77
2661,56956.273
2662,53680.066
2663,39942.11
2664,40465.85
2665,43116.137
2666,43544.727
2667,44706.63
2668,44928.49
2669,44928.49
2670,44115.9
2671,44928.49
2672,44921.023
2673,42670.203
2674,42237.21
2675,58571.316
2676,42233.95
2677,42455.81
2678,49097.5
2679,42132.438
2680,42133.344
2681,41461.14
2682,41563.44
2683,56322.355
2684,53714.76
2685,41376.254
2686,48375.11
2687,44948.793
2688,48173.23
2689,50792.137
2690,52329.08
2691,48319.457
2692,43482.848
2693,47033.098
2694,45685.164
2695,43212.484
2696,44560.418
2697,44560.418
2698,53613.242
2699,47710.367
2700,46556.367
2701,43212.484
2702,42127.71
2703,47044.39
2704,37754.566
2705,38980.945
2706,38148.42
2707,44112.74
2708,38980.945
2709,32374.268
2710,40805.31
2711,76031.02
2712,62588.664
2713,49926.8
2714,49445.793
2715,46418.46
2716,48493.336
2717,50073.074
2718,50148.66
2719,43241.184
2720,39945.348
2721,47823.586
2722,48006.168
2723,48822.46
2724,51485.0
2725,48359.098
2726,54624.562
2727,60719.12
2728,47094.902
2729,45612.33
2730,49897.305
2731,47979.57
2732,41617.832
2733,47784.51
2734,50598.316
2735,48728.67
2736,46831.81
2737,46513.0
2738,51974.375
2739,59843.246
2740,47908.625
2741,45453.97
2742,49042.215
2743,51515.12
2744,48946.965
2745,50334.242
2746,49225.92
2747,48090.934
2748,43107.934
2749,48372.727
2750,46125.23
2751,48946.605
2752,57558.324
2753,46451.703
2754,41291.87
2755,47199.78
2756,41612.69
2757,48102.637
2758,40191.438
2759,39536.01
2760,38855.89
2761,48546.17
2762,47436.086
2763,57892.76
2764,45316.945
2765,73612.22
2766,45273.254
2767,54941.082
2768,53612.58
2769,47744.805
2770,47410.836
2771,40131.016
2772,48504.848
2773,39104.64
2774,39065.86
2775,37571.55
2776,43411.418
2777,39425.58
2778,39534.18
2779,44592.54
2780,37623.965
2781,43609.63
2782,39612.543
2783,38092.555
2784,41320.246
2785,39276.207
2786,39741.938
2787,38068.836
2788,44299.42
2789,38159.82
2790,52933.984
2791,38946.13
2792,41561.535
2793,44499.88
2794,42424.19
2795,39847.766
2796,46108.977
2797,38503.02
2798,38831.28
2799,37535.41
2800,40809.79
2801,46386.05
2802,32146.22
2803,45680.336
2804,39737.05
2805,40506.855
2806,36691.777
2807,43123.695
2808,44576.297
2809,46859.62
2810,33052.33
2811,40350.49
2812,49863.29
2813,45957.703
2814,46336.812
2815,40264.03
2816,52542.76
2817,52822.03
2818,40897.242
2819,44957.47
2820,40758.797
2821,51537.066
2822,50264.367
2823,50049.727
2824,59391.92
2825,40655.31
2826,44164.48
2827,39025.656
2828,41773.133
2829,53372.094
2830,47054.01
2831,42884.4
2832,48960.56
2833,59004.562
2834,58999.902
2835,55876.754
2836,42884.4
2837,41865.426
2838,42884.4
2839,44976.24
2840,42408.598
2841,42884.4
2842,42989.49
2843,40300.156
2844,43237.64
2845,39792.07
2846,42455.81
2847,43645.297
2848,44423.05
2849,42293.668
2850,42670.203
2851,42090.35
2852,45744.816
2853,42654.023
2854,41969.438
2855,43098.793
2856,46282.56
2857,42884.4
2858,45509.195
2859,39589.953
2860,64577.46
2861,41912.03
2862,44573.88
2863,42670.203
2864,42867.12
2865,61428.113
2866,40925.33
2867,41066.355
2868,39227.527
2869,40396.336
2870,45025.67
2871,41114.71
2872,39307.082
2873,40190.5
2874,40576.105
2875,47621.316
2876,50807.625
2877,40243.008
2878,42086.586
2879,50087.69
2880,39022.117
2881,45071.375
2882,41902.86
2883,39512.13
2884,51894.445
2885,43556.195
2886,49880.39
2887,40458.918
2888,45182.875
2889,39346.3
2890,37906.67
2891,37970.062
2892,41336.57
2893,39645.844
2894,41443.355
2895,58501.84
2896,60465.742
2897,57852.86
2898,46161.78
2899,43102.69
2900,43832.188
2901,68457.35
2902,42023.316
2903,50731.965
2904,59455.035
2905,40251.234
2906,65660.05
2907,40939.156
2908,42389.26
2909,45151.58
2910,41018.71
2911,39309.625
2912,43351.812
2913,37999.207
2914,39677.2
2915,38052.035
2916,37999.207
2917,40606.11
2918,46194.23
2919,41699.625
